timestamp,open,high,low,close,volume
2018-07-31 16:05:00,77.085,77.11,77.073,77.091,59508
2018-07-31 16:03:00,77.085,77.11,77.073,77.091,246194
2018-07-31 16:01:00,75.733,75.757,75.721,75.739,27594
2018-07-31 16:00:00,77.124,77.169,77.112,77.15,300
2018-07-31 15:59:00,77.188,77.213,77.073,77.091,59961
2018-07-31 15:58:00,77.193,77.228,77.161,77.199,53808
2018-07-31 15:57:00,77.149,77.228,77.132,77.204,43242
2018-07-31 15:56:00,77.12,77.179,77.102,77.155,20346
2018-07-31 15:55:00,77.105,77.159,77.093,77.126,24653
2018-07-31 15:54:00,77.144,77.169,77.083,77.106,29841
2018-07-31 15:53:00,77.095,77.169,77.078,77.15,20337
2018-07-31 15:52:00,77.075,77.123,77.053,77.104,23251
2018-07-31 15:51:00,77.08,77.125,77.063,77.086,18037
2018-07-31 15:50:00,77.095,77.13,77.039,77.091,21261
2018-07-31 15:49:00,77.075,77.12,77.053,77.101,13177
2018-07-31 15:48:00,77.066,77.11,77.053,77.082,13450
2018-07-31 15:47:00,77.085,77.115,77.053,77.082,18852
2018-07-31 15:46:00,77.232,77.257,77.029,77.101,26509
2018-07-31 15:45:00,77.154,77.272,77.142,77.238,27772
2018-07-31 15:44:00,77.134,77.179,77.122,77.15,14685
2018-07-31 15:43:00,77.149,77.174,77.127,77.145,6917
2018-07-31 15:42:00,77.09,77.179,77.073,77.155,15020
2018-07-31 15:41:00,77.066,77.14,77.044,77.096,12967
2018-07-31 15:40:00,77.115,77.145,77.053,77.072,7240
2018-07-31 15:39:00,77.144,77.169,77.102,77.131,9580
2018-07-31 15:38:00,77.105,77.184,77.063,77.155,10283
2018-07-31 15:37:00,77.085,77.135,77.049,77.111,12076
2018-07-31 15:36:00,77.061,77.11,77.034,77.091,8557
2018-07-31 15:35:00,77.061,77.12,77.049,77.072,11443
2018-07-31 15:34:00,77.061,77.1,77.014,77.072,7091
2018-07-31 15:33:00,77.056,77.105,77.044,77.067,11609
2018-07-31 15:32:00,76.992,77.076,76.975,77.057,14423
2018-07-31 15:31:00,76.955,77.027,76.943,76.993,20691
2018-07-31 15:30:00,76.987,77.012,76.936,76.964,7070
2018-07-31 15:29:00,77.007,77.042,76.98,77.006,8499
2018-07-31 15:28:00,76.943,77.047,76.931,77.011,13971
2018-07-31 15:27:00,76.963,76.988,76.926,76.949,6487
2018-07-31 15:26:00,76.987,77.012,76.946,76.969,2089
2018-07-31 15:25:00,77.007,77.042,76.965,76.993,6923
2018-07-31 15:24:00,76.997,77.032,76.985,77.013,2447
2018-07-31 15:23:00,77.007,77.032,76.985,77.003,6269
2018-07-31 15:22:00,77.014,77.039,76.995,77.018,2950
2018-07-31 15:21:00,76.997,77.051,76.98,77.013,3415
2018-07-31 15:20:00,77.036,77.061,76.995,77.013,5604
2018-07-31 15:19:00,76.997,77.066,76.98,77.047,4945
2018-07-31 15:18:00,76.933,77.022,76.906,77.003,10298
2018-07-31 15:17:00,76.928,76.963,76.906,76.939,7078
2018-07-31 15:16:00,76.933,76.963,76.887,76.935,4180
2018-07-31 15:15:00,76.973,77.002,76.919,76.939,4321
2018-07-31 15:14:00,76.977,77.007,76.955,76.979,3100
2018-07-31 15:13:00,76.977,77.012,76.956,76.984,5127
2018-07-31 15:12:00,76.977,77.002,76.955,76.984,5819
2018-07-31 15:11:00,76.977,77.002,76.955,76.979,3400
2018-07-31 15:10:00,76.963,76.998,76.946,76.979,3200
2018-07-31 15:09:00,76.982,77.012,76.946,76.969,2610
2018-07-31 15:08:00,77.002,77.032,76.975,76.993,4196
2018-07-31 15:07:00,76.973,77.022,76.955,77.003,4190
2018-07-31 15:06:00,76.968,77.012,76.946,76.979,5000
2018-07-31 15:05:00,76.968,76.998,76.946,76.979,1798
2018-07-31 15:04:00,76.958,77.022,76.946,76.964,5122
2018-07-31 15:03:00,76.928,76.978,76.916,76.959,11323
2018-07-31 15:02:00,76.958,76.983,76.906,76.935,6473
2018-07-31 15:01:00,76.938,76.988,76.926,76.964,2800
2018-07-31 15:00:00,76.982,77.007,76.916,76.935,7469
2018-07-31 14:59:00,77.051,77.076,76.975,76.993,4927
2018-07-31 14:58:00,77.075,77.1,77.034,77.052,9161
2018-07-31 14:57:00,77.051,77.091,77.034,77.072,4235
2018-07-31 14:56:00,77.056,77.091,77.034,77.062,4000
2018-07-31 14:55:00,77.031,77.081,77.019,77.062,3805
2018-07-31 14:54:00,77.022,77.061,77.009,77.037,4200
2018-07-31 14:53:00,77.026,77.061,77.004,77.028,1500
2018-07-31 14:52:00,77.031,77.061,77.014,77.037,3500
2018-07-31 14:51:00,76.997,77.061,76.985,77.037,3534
2018-07-31 14:50:00,76.987,77.032,76.97,77.003,3860
2018-07-31 14:49:00,76.987,77.017,76.975,76.993,1100
2018-07-31 14:48:00,76.992,77.022,76.965,76.993,1300
2018-07-31 14:47:00,76.968,77.017,76.955,76.993,4830
2018-07-31 14:46:00,76.982,77.007,76.946,76.968,2466
2018-07-31 14:45:00,76.987,77.017,76.975,76.993,1000
2018-07-31 14:44:00,76.958,77.012,76.936,76.993,3905
2018-07-31 14:43:00,76.948,76.983,76.936,76.954,1502
2018-07-31 14:42:00,76.948,76.978,76.916,76.944,3889
2018-07-31 14:41:00,76.933,76.973,76.906,76.954,3900
2018-07-31 14:40:00,76.948,76.973,76.926,76.944,1800
2018-07-31 14:39:00,76.987,77.022,76.936,76.954,3200
2018-07-31 14:38:00,77.007,77.032,76.965,76.993,900
2018-07-31 14:37:00,76.997,77.042,76.975,77.013,4500
2018-07-31 14:36:00,76.958,77.012,76.946,76.993,4335
2018-07-31 14:35:00,76.958,76.983,76.946,76.964,500
2018-07-31 14:34:00,76.948,76.983,76.936,76.964,2500
2018-07-31 14:33:00,76.997,77.022,76.936,76.974,2392
2018-07-31 14:32:00,77.036,77.061,76.985,77.003,1400
2018-07-31 14:31:00,77.056,77.081,77.024,77.042,1903
2018-07-31 14:30:00,77.046,77.081,77.024,77.062,2519
2018-07-31 14:29:00,77.075,77.1,77.034,77.062,2500
2018-07-31 14:28:00,77.085,77.12,77.053,77.072,17642
2018-07-31 14:27:00,77.075,77.11,77.063,77.091,2300
2018-07-31 14:26:00,77.075,77.11,77.053,77.082,6676
2018-07-31 14:25:00,77.075,77.1,77.053,77.077,2510
2018-07-31 14:24:00,77.056,77.1,77.034,77.082,2546
2018-07-31 14:23:00,77.036,77.081,77.014,77.062,2466
2018-07-31 14:22:00,77.061,77.091,77.014,77.042,3087
2018-07-31 14:21:00,77.046,77.091,77.034,77.067,2980
2018-07-31 14:20:00,77.061,77.091,77.034,77.052,4100
2018-07-31 14:19:00,77.075,77.115,77.039,77.067,11910
2018-07-31 14:18:00,77.051,77.1,77.039,77.077,3410
2018-07-31 14:17:00,77.066,77.11,77.044,77.062,4100
2018-07-31 14:16:00,77.041,77.091,77.029,77.072,1000
2018-07-31 14:15:00,77.056,77.081,77.029,77.062,4820
2018-07-31 14:14:00,77.066,77.1,77.044,77.062,12700
2018-07-31 14:13:00,77.095,77.12,77.044,77.082,3000
2018-07-31 14:12:00,77.036,77.13,77.024,77.101,4976
2018-07-31 14:11:00,77.041,77.071,77.014,77.042,2600
2018-07-31 14:10:00,77.036,77.081,77.014,77.042,2900
2018-07-31 14:09:00,77.012,77.051,76.99,77.033,4300
2018-07-31 14:08:00,76.992,77.042,76.975,77.018,2066
2018-07-31 14:07:00,77.017,77.051,76.965,77.003,6496
2018-07-31 14:06:00,77.002,77.051,76.975,77.033,6600
2018-07-31 14:05:00,76.938,77.022,76.926,77.003,6955
2018-07-31 14:04:00,76.968,77.002,76.926,76.944,5700
2018-07-31 14:03:00,76.977,77.002,76.936,76.964,3400
2018-07-31 14:02:00,76.953,77.022,76.941,76.979,3222
2018-07-31 14:01:00,76.977,77.012,76.936,76.963,3330
2018-07-31 14:00:00,77.007,77.032,76.965,76.993,2100
2018-07-31 13:59:00,77.036,77.061,76.956,77.013,3976
2018-07-31 13:58:00,77.085,77.11,76.995,77.082,14656
2018-07-31 13:57:00,77.124,77.149,77.073,77.101,22198
2018-07-31 13:56:00,77.129,77.169,77.112,77.14,5105
2018-07-31 13:55:00,77.115,77.149,77.093,77.131,1900
2018-07-31 13:54:00,77.085,77.14,77.073,77.121,4820
2018-07-31 13:53:00,77.075,77.115,77.053,77.096,3700
2018-07-31 13:52:00,77.046,77.1,77.034,77.082,4344
2018-07-31 13:51:00,77.056,77.091,77.024,77.072,2200
2018-07-31 13:50:00,77.071,77.1,77.044,77.072,2600
2018-07-31 13:49:00,77.061,77.1,77.049,77.072,3200
2018-07-31 13:48:00,77.026,77.1,77.014,77.072,3134
2018-07-31 13:47:00,77.046,77.076,77.014,77.033,3056
2018-07-31 13:46:00,77.056,77.081,77.019,77.052,5144
2018-07-31 13:45:00,77.085,77.11,77.039,77.062,4300
2018-07-31 13:44:00,77.085,77.14,77.068,77.101,4500
2018-07-31 13:43:00,77.056,77.12,77.044,77.082,5696
2018-07-31 13:42:00,77.046,77.086,77.034,77.062,8187
2018-07-31 13:41:00,77.026,77.071,77.009,77.052,4261
2018-07-31 13:40:00,77.026,77.076,77.014,77.042,4020
2018-07-31 13:39:00,77.026,77.051,77.004,77.033,3036
2018-07-31 13:38:00,77.017,77.051,77.004,77.023,3700
2018-07-31 13:37:00,76.977,77.042,76.965,77.013,3400
2018-07-31 13:36:00,76.919,76.998,76.906,76.974,4760
2018-07-31 13:35:00,76.928,76.953,76.897,76.925,2660
2018-07-31 13:34:00,76.909,76.963,76.897,76.935,2000
2018-07-31 13:33:00,76.899,76.973,76.887,76.944,6109
2018-07-31 13:32:00,76.87,76.914,76.857,76.895,1460
2018-07-31 13:31:00,76.919,76.944,76.857,76.876,4090
2018-07-31 13:30:00,76.884,76.944,76.857,76.925,2337
2018-07-31 13:29:00,76.899,76.934,76.887,76.905,1200
2018-07-31 13:28:00,76.968,77.002,76.897,76.915,2620
2018-07-31 13:27:00,76.928,76.983,76.916,76.964,5847
2018-07-31 13:26:00,76.928,76.953,76.906,76.928,1320
2018-07-31 13:25:00,76.914,76.953,76.902,76.935,800
2018-07-31 13:24:00,76.904,76.944,76.887,76.915,3850
2018-07-31 13:23:00,76.85,76.924,76.838,76.905,1142
2018-07-31 13:22:00,76.826,76.871,76.804,76.852,3165
2018-07-31 13:21:00,76.845,76.87,76.808,76.827,2900
2018-07-31 13:20:00,76.811,76.88,76.799,76.846,4200
2018-07-31 13:19:00,76.772,76.836,76.759,76.817,2857
2018-07-31 13:18:00,76.772,76.797,76.74,76.778,1800
2018-07-31 13:17:00,76.752,76.801,76.74,76.778,1700
2018-07-31 13:16:00,76.777,76.811,76.75,76.768,4112
2018-07-31 13:15:00,76.781,76.806,76.759,76.783,400
2018-07-31 13:14:00,76.83,76.855,76.769,76.807,3232
2018-07-31 13:13:00,76.835,76.86,76.808,76.837,2700
2018-07-31 13:12:00,76.801,76.86,76.784,76.841,2100
2018-07-31 13:11:00,76.781,76.831,76.769,76.807,2500
2018-07-31 13:10:00,76.781,76.806,76.75,76.778,3400
2018-07-31 13:09:00,76.713,76.816,76.691,76.788,6400
2018-07-31 13:08:00,76.732,76.757,76.71,76.729,800
2018-07-31 13:07:00,76.742,76.767,76.71,76.739,1700
2018-07-31 13:06:00,76.752,76.777,76.71,76.739,3283
2018-07-31 13:05:00,76.752,76.792,76.73,76.768,2217
2018-07-31 13:04:00,76.762,76.797,76.73,76.748,1083
2018-07-31 13:03:00,76.796,76.826,76.691,76.758,5700
2018-07-31 13:02:00,76.889,76.914,76.784,76.802,2600
2018-07-31 13:01:00,76.997,77.022,76.916,76.935,9418
2018-07-31 13:00:00,76.987,77.042,76.975,77.003,7600
2018-07-31 12:59:00,76.928,77.017,76.916,76.993,12114
2018-07-31 12:58:00,76.889,76.963,76.877,76.944,3600
2018-07-31 12:57:00,76.86,76.914,76.843,76.895,6574
2018-07-31 12:56:00,76.87,76.895,76.838,76.856,4576
2018-07-31 12:55:00,76.85,76.914,76.838,76.876,4500
2018-07-31 12:54:00,76.801,76.875,76.789,76.856,3600
2018-07-31 12:53:00,76.786,76.836,76.774,76.812,2700
2018-07-31 12:52:00,76.772,76.806,76.73,76.788,3703
2018-07-31 12:51:00,76.835,76.865,76.769,76.788,4600
2018-07-31 12:50:00,76.855,76.885,76.823,76.846,4014
2018-07-31 12:49:00,76.83,76.88,76.808,76.856,5345
2018-07-31 12:48:00,76.85,76.875,76.799,76.817,3000
2018-07-31 12:47:00,76.85,76.914,76.838,76.866,10206
