timestamp,open,high,low,close,volume
2018-07-31 19:17:00,71.572,71.751,71.368,71.604,100
2018-07-31 18:30:00,71.867,72.047,71.662,71.899,100
2018-07-31 18:15:00,71.867,72.047,71.662,71.899,250
2018-07-31 18:01:00,71.867,72.047,71.662,71.899,100
2018-07-31 17:06:00,71.572,71.751,71.368,71.604,550
2018-07-31 16:36:00,71.572,71.751,71.368,71.604,2783
2018-07-31 16:04:00,71.572,71.751,71.368,71.604,600867
2018-07-31 16:02:00,71.572,71.751,71.368,71.604,1678530
2018-07-31 15:59:00,71.618,71.837,71.344,71.62,493855
2018-07-31 15:58:00,71.58,71.806,71.352,71.651,156570
2018-07-31 15:57:00,71.533,71.767,71.306,71.604,87214
2018-07-31 15:56:00,71.533,71.728,71.298,71.573,64344
2018-07-31 15:55:00,71.533,71.72,71.321,71.566,47321
2018-07-31 15:54:00,71.541,71.72,71.323,71.566,19592
2018-07-31 15:53:00,71.492,71.716,71.282,71.566,23538
2018-07-31 15:52:00,71.467,71.673,71.259,71.519,16942
2018-07-31 15:51:00,71.463,71.65,71.251,71.503,25752
2018-07-31 15:50:00,71.471,71.658,71.213,71.491,39001
2018-07-31 15:49:00,71.479,71.666,71.259,71.5,24276
2018-07-31 15:48:00,71.486,71.666,71.236,71.511,27781
2018-07-31 15:47:00,71.479,71.681,71.267,71.523,48270
2018-07-31 15:46:00,71.56,71.751,71.228,71.519,56775
2018-07-31 15:45:00,71.58,71.782,71.352,71.593,18408
2018-07-31 15:44:00,71.58,71.763,71.337,71.604,19392
2018-07-31 15:43:00,71.587,71.767,71.375,71.62,6860
2018-07-31 15:42:00,71.572,71.767,71.36,71.62,10126
2018-07-31 15:41:00,71.587,71.767,71.36,71.6,11678
2018-07-31 15:40:00,71.587,71.774,71.375,71.62,16288
2018-07-31 15:39:00,71.603,71.786,71.383,71.626,14607
2018-07-31 15:38:00,71.603,71.79,71.391,71.639,6622
2018-07-31 15:37:00,71.611,71.806,71.368,71.635,28003
2018-07-31 15:36:00,71.611,71.79,71.391,71.635,10768
2018-07-31 15:35:00,71.603,71.794,71.375,71.639,24756
2018-07-31 15:34:00,71.618,71.802,71.383,71.631,30557
2018-07-31 15:33:00,71.603,71.793,71.398,71.643,10971
2018-07-31 15:32:00,71.603,71.806,71.393,71.643,16682
2018-07-31 15:31:00,71.591,71.782,71.368,71.631,8802
2018-07-31 15:30:00,71.603,71.79,71.368,71.62,19772
2018-07-31 15:29:00,71.61,71.79,71.391,71.628,22015
2018-07-31 15:28:00,71.611,71.798,71.402,71.643,12139
2018-07-31 15:27:00,71.611,71.798,71.402,71.647,7154
2018-07-31 15:26:00,71.607,71.798,71.402,71.643,7934
2018-07-31 15:25:00,71.611,71.79,71.398,71.641,7678
2018-07-31 15:24:00,71.626,71.806,71.406,71.643,4050
2018-07-31 15:23:00,71.614,71.806,71.398,71.659,9306
2018-07-31 15:22:00,71.603,71.798,71.398,71.651,8838
2018-07-31 15:21:00,71.603,71.806,71.391,71.635,17489
2018-07-31 15:20:00,71.611,71.79,71.383,71.635,13231
2018-07-31 15:19:00,71.583,71.806,71.368,71.643,22138
2018-07-31 15:18:00,71.572,71.767,71.36,71.612,18046
2018-07-31 15:17:00,71.591,71.778,71.368,71.608,31471
2018-07-31 15:16:00,71.587,71.774,71.368,71.628,19620
2018-07-31 15:15:00,71.58,71.767,71.368,71.612,3880
2018-07-31 15:14:00,71.58,71.763,71.367,71.608,5996
2018-07-31 15:13:00,71.56,71.767,71.356,71.62,8836
2018-07-31 15:12:00,71.572,71.751,71.352,71.593,2448
2018-07-31 15:11:00,71.587,71.769,71.36,71.597,2642
2018-07-31 15:10:00,71.611,71.79,71.36,71.624,11043
2018-07-31 15:09:00,71.614,71.798,71.398,71.635,12172
2018-07-31 15:08:00,71.587,71.798,71.375,71.651,5229
2018-07-31 15:07:00,71.58,71.767,71.352,71.612,11208
2018-07-31 15:06:00,71.592,71.782,71.36,71.604,20655
2018-07-31 15:05:00,71.58,71.774,71.375,71.628,5506
2018-07-31 15:04:00,71.587,71.774,71.375,71.612,8167
2018-07-31 15:03:00,71.626,71.813,71.391,71.628,23242
2018-07-31 15:02:00,71.626,71.813,71.414,71.659,13756
2018-07-31 15:01:00,71.634,71.813,71.422,71.662,2412
2018-07-31 15:00:00,71.634,71.821,71.406,71.666,31052
2018-07-31 14:59:00,71.626,71.813,71.414,71.666,7272
2018-07-31 14:58:00,71.616,71.821,71.411,71.659,12524
2018-07-31 14:57:00,71.611,71.806,71.402,71.648,7348
2018-07-31 14:56:00,71.603,71.79,71.398,71.643,3310
2018-07-31 14:55:00,71.603,71.79,71.395,71.635,2571
2018-07-31 14:54:00,71.587,71.778,71.383,71.631,7003
2018-07-31 14:53:00,71.596,71.782,71.383,71.628,3473
2018-07-31 14:52:00,71.595,71.782,71.383,71.627,3119
2018-07-31 14:51:00,71.56,71.774,71.352,71.622,9620
2018-07-31 14:50:00,71.56,71.739,71.344,71.593,3183
2018-07-31 14:49:00,71.556,71.743,71.352,71.589,3566
2018-07-31 14:48:00,71.552,71.738,71.348,71.589,9533
2018-07-31 14:47:00,71.525,71.728,71.321,71.578,6479
2018-07-31 14:46:00,71.525,71.704,71.317,71.558,1000
2018-07-31 14:45:00,71.525,71.72,71.313,71.558,9877
2018-07-31 14:44:00,71.514,71.704,71.306,71.558,8806
2018-07-31 14:43:00,71.502,71.704,71.298,71.542,9138
2018-07-31 14:42:00,71.51,71.702,71.298,71.534,6049
2018-07-31 14:41:00,71.53,71.717,71.31,71.546,4300
2018-07-31 14:40:00,71.537,71.728,71.321,71.56,7793
2018-07-31 14:39:00,71.564,71.747,71.322,71.566,6040
2018-07-31 14:38:00,71.572,71.759,71.368,71.604,1398
2018-07-31 14:37:00,71.564,71.782,71.36,71.612,7824
2018-07-31 14:36:00,71.548,71.751,71.329,71.597,7053
2018-07-31 14:35:00,71.541,71.728,71.337,71.573,1400
2018-07-31 14:34:00,71.55,71.743,71.329,71.573,6437
2018-07-31 14:33:00,71.514,71.767,71.306,71.589,15050
2018-07-31 14:32:00,71.51,71.697,71.306,71.542,1056
2018-07-31 14:31:00,71.51,71.693,71.298,71.546,4808
2018-07-31 14:30:00,71.479,71.687,71.271,71.534,4700
2018-07-31 14:29:00,71.495,71.674,71.275,71.515,2434
2018-07-31 14:28:00,71.494,71.689,71.271,71.534,12658
2018-07-31 14:27:00,71.493,71.673,71.275,71.527,10544
2018-07-31 14:26:00,71.486,71.681,71.275,71.519,9914
2018-07-31 14:25:00,71.479,71.666,71.267,71.519,7771
2018-07-31 14:24:00,71.483,71.689,71.275,71.515,16170
2018-07-31 14:23:00,71.479,71.669,71.267,71.511,13709
2018-07-31 14:22:00,71.494,71.673,71.252,71.519,12093
2018-07-31 14:21:00,71.525,71.704,71.275,71.527,19238
2018-07-31 14:20:00,71.525,71.712,71.321,71.566,300
2018-07-31 14:19:00,71.486,71.704,71.275,71.558,11386
2018-07-31 14:18:00,71.475,71.712,71.271,71.534,5099
2018-07-31 14:17:00,71.486,71.736,71.267,71.507,20263
2018-07-31 14:16:00,71.448,71.666,71.244,71.511,12136
2018-07-31 14:15:00,71.417,71.627,71.197,71.48,10590
2018-07-31 14:14:00,71.448,71.631,71.213,71.453,9580
2018-07-31 14:13:00,71.463,71.658,71.236,71.484,18856
2018-07-31 14:12:00,71.432,71.642,71.228,71.496,9298
2018-07-31 14:11:00,71.432,71.623,71.213,71.465,8415
2018-07-31 14:10:00,71.424,71.642,71.221,71.468,3065
2018-07-31 14:09:00,71.424,71.681,71.191,71.457,27633
2018-07-31 14:08:00,71.444,71.65,71.221,71.457,20343
2018-07-31 14:07:00,71.471,71.65,71.236,71.48,7925
2018-07-31 14:06:00,71.455,71.65,71.232,71.503,12163
2018-07-31 14:05:00,71.452,71.689,71.228,71.488,24111
2018-07-31 14:04:00,71.479,71.666,71.244,71.484,8504
2018-07-31 14:03:00,71.467,71.658,71.244,71.511,10449
2018-07-31 14:02:00,71.506,71.689,71.259,71.5,8971
2018-07-31 14:01:00,71.533,71.736,71.282,71.534,11958
2018-07-31 14:00:00,71.479,71.697,71.275,71.55,6387
2018-07-31 13:59:00,71.479,71.666,71.263,71.503,5312
2018-07-31 13:58:00,71.506,71.685,71.259,71.511,12186
2018-07-31 13:57:00,71.471,71.685,71.263,71.534,14421
2018-07-31 13:56:00,71.479,71.666,71.263,71.503,10650
2018-07-31 13:55:00,71.494,71.704,71.259,71.515,19316
2018-07-31 13:54:00,71.51,71.695,71.275,71.523,10759
2018-07-31 13:53:00,71.502,71.704,71.29,71.542,9129
2018-07-31 13:52:00,71.483,71.689,71.267,71.538,7172
2018-07-31 13:51:00,71.463,71.666,71.259,71.519,10455
2018-07-31 13:50:00,71.467,71.654,71.244,71.48,13878
2018-07-31 13:49:00,71.459,71.662,71.251,71.503,10347
2018-07-31 13:48:00,71.463,71.642,71.236,71.492,6186
2018-07-31 13:47:00,71.483,71.666,71.244,71.496,16981
2018-07-31 13:46:00,71.471,71.666,71.267,71.519,4829
2018-07-31 13:45:00,71.483,71.662,71.263,71.503,2700
2018-07-31 13:44:00,71.494,71.681,71.267,71.527,4478
2018-07-31 13:43:00,71.494,71.689,71.29,71.531,3635
2018-07-31 13:42:00,71.502,71.689,71.298,71.542,350
2018-07-31 13:41:00,71.463,71.678,71.251,71.532,11101
2018-07-31 13:40:00,71.479,71.658,71.251,71.496,6026
2018-07-31 13:39:00,71.503,71.689,71.275,71.519,4255
2018-07-31 13:38:00,71.502,71.689,71.298,71.542,2146
2018-07-31 13:37:00,71.541,71.72,71.313,71.55,3394
